ID,category,name,country,birth_year,dead_or_alive,Died,gender,Major teams
26185,Cricket,A Agarwal,India,1979,Alive,,Male,Hyderabad (India)
27818,Cricket,A Chatterjee,India,1966,Alive,,Male,Hyderabad (India)
474782,Cricket,Aakarshit  Gomel,India,1993,Alive,,Male,Air India
27639,Cricket,Aakash Chopra,India,1977,Alive,,Male,"['India,', 'Delhi,', 'Himachal Pradesh,', 'Kolkata Knight Riders,', 'Marylebone Cricket Club,', 'Rajasthan,', 'Rajasthan Royals']"
642543,Cricket,Aamir Gani,India,1996,Alive,,Male,"['Bengal Under-19s,', 'India Under-19s']"
5334,Cricket,Aaron Finch,Australia,1986,Alive,,Male,"['Australia,', 'Auckland,', 'Australia A,', 'Australia Under-19s,', 'Delhi Daredevils,', 'Gujarat Lions,', 'Kings XI Punjab,', 'Melbourne Renegades,', 'Mumbai Indians,', 'Pune Warriors,', 'Rajasthan Royals,', 'Sunrisers Hyderabad,', 'Surrey,', 'Victoria,', 'Victoria Under-15s,', 'Victoria Under-17s,', 'Victoria Under-19s,', 'Yorkshire']"
30030,Cricket,Aashish Kapoor,India,1971,Alive,,Male,"['India,', 'Himachal Pradesh,', 'Punjab,', 'Rajasthan,', 'Tamil Nadu,', 'Tripura']"
34264,Cricket,Aavishkar Salvi,India,1981,Alive,,Male,"['India,', 'Delhi Daredevils,', 'Mumbai,', ""Mumbai Cricket Association President's XI""]"
26550,Cricket,Abbas Ali,India,1976,Alive,,Male,"['Delhi Giants,', 'ICL India XI,', 'Madhya Pradesh,', 'Tripura']"
26817,Cricket,Abbas Ali Baig,India,1939,Alive,,Male,"['India,', 'Hyderabad (India),', 'Oxford University,', 'Somerset']"
26307,Cricket,Abdul Azeem,India,1960,Alive,,Male,Hyderabad (India)
26163,Cricket,Abdul Azim,India,1955,Alive,,Male,Hyderabad (India)
451834,Cricket,Abdul Basheer,India,1989,Alive,,Male,Hyderabad (India)
41030,Cricket,Abdul Kardar,Pakistan,1925,Dead,"April 21, 1996, Islamabad, Punjab (aged 71 years 95 days) ",Male,"['India,', 'Pakistan,', 'Muslims,', 'Northern India,', 'Oxford University,', 'Services (Pakistan),', 'Warwickshire']"
1037173,Cricket,Abdul Khalek,India,1988,Alive,,Male,India Disable
30182,Cricket,Abey Kuruvilla,India,1968,Alive,,Male,"['India,', 'Cheshire,', 'Mumbai']"
642533,Cricket,Abhimanyu Lamba,India,1995,Alive,,Male,"['India Under-19s,', 'Rajasthan Under-19s']"
310958,Cricket,Abhimanyu Mithun,India,1989,Alive,,Male,"['India,', 'India A,', 'Karnataka,', 'Karnataka XI,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'South Zone,', 'Sunrisers Hyderabad']"
26167,Cricket,Abhinav Kumar,India,1984,Alive,,Male,"['Deccan Chargers,', 'Hyderabad (India)']"
302582,Cricket,Abhinav Mukund,India,1990,Alive,,Male,"['India,', 'Albert TUTI Patriots,', 'Chennai Super Kings,', 'India A,', 'India Under-19s,', 'Royal Challengers Bangalore,', 'South Zone,', 'Tamil Nadu']"
1081436,Cricket,Abhishek Goswami,India,1997,Alive,,Male,"['India Under-19s,', 'Uttar Pradesh Under-19s']"
29702,Cricket,Abhishek Jhunjhunwala,India,1982,Alive,,Male,"['Bengal,', 'Deccan Chargers,', 'ICL India XI,', 'India A,', 'Kolkata Tigers,', 'Pune Warriors,', 'Rajasthan Royals,', 'Reebok XI']"
32091,Cricket,Abhishek Nayar,India,1983,Alive,,Male,"['India,', 'India Green,', 'Kings XI Punjab,', 'Mumbai,', ""Mumbai Cricket Association President's XI,"", 'Mumbai Indians,', 'Puducherry,', 'Pune Warriors,', 'Rajasthan Royals']"
1070183,Cricket,Abhishek Sharma,India,2000,Alive,,Male,"['Delhi Daredevils,', 'India Under-19s,', 'Punjab Under-16s,', 'Punjab Under-19s,', 'Sunrisers Hyderabad']"
930173,Cricket,Abhishek Vats,India,1995,Alive,,Male,"['Delhi Under-19s,', 'Delhi University,', 'Swami Shraddhanand College (India)']"
26512,Cricket,Abrar Ahmed,India,1971,Alive,,Male,Hyderabad (India)
228430,Cricket,Abu Nechim,India,1988,Alive,,Male,"['Assam,', 'ICL India XI,', 'India Under-19s,', 'Kolkata Tigers,', 'Mumbai Indians,', 'Royal Bengal Tigers,', 'Royal Challengers Bangalore']"
450860,Cricket,Adam Milne,New Zealand,1992,Alive,,Male,"['New Zealand,', 'Central Districts,', 'Kent,', 'Mumbai Indians,', 'New Zealand A,', 'Royal Challengers Bangalore']"
333904,Cricket,Aditya Tare,India,1987,Alive,,Male,"['Delhi Daredevils,', 'India A,', 'Indian Oil Corporation XI,', ""Mumbai Cricket Association President's XI,"", 'Mumbai Indians,', 'Mumbai Under-19s,', 'Sunrisers Hyderabad']"
1125966,Cricket,Aditya Thakare,India,1998,Alive,,Male,"['India Under-19s,', 'Vidarbha Under-16s,', 'Vidarbha Under-19s']"
9401,Cricket,Adrian Becher,England,1897,Dead,"March 29, 1957, Swindon Hall, Cheltenham, Gloucestershire (aged 59 years 316 days) ",Male,"['Europeans (India),', 'Gloucestershire']"
39423,Cricket,Aftab Ahmed,Pakistan,1916,Dead,"March 20, 1993, Lahore, Punjab (aged 77 years 60 days) ",Male,"['Northern India,', 'Southern Punjab,', 'United Provinces']"
30132,Cricket,AG Kripal Singh,India,1933,Dead,"July 22, 1987, Madras (now Chennai), Tamil Nadu (aged 53 years 350 days) ",Male,"['India,', 'Hyderabad (India),', 'Madras']"
31004,Cricket,AG Milkha Singh,India,1941,Dead,"November 10, 2017, Chennai (aged 75 years 314 days) ",Male,"['India,', 'Madras']"
32501,Cricket,AG Pradeep,India,1987,Alive,,Male,"['Andhra Under-14s,', 'Andhra Under-19s,', 'India Under-19s']"
33461,Cricket,Ahmed Rafiuddin,India,1936,Alive,,Male,Hyderabad (India)
39470,Cricket,Ahmed Raza,Pakistan,1910,Dead,"December 21, 1996, Lahore, Punjab (aged 86 years 123 days) ",Male,"['Northern India,', 'Punjab']"
39458,Cricket,Ahmed Shamshad,Pakistan,1929,Alive,,Male,"[""Punjab Governor's XI (India),"", 'Services (Pakistan)']"
4498,Cricket,Aiden Blizzard,Australia,1984,Alive,,Male,"['Adelaide Strikers,', 'Canterbury,', 'Hobart Hurricanes,', 'Marylebone Cricket Club,', 'Mumbai Indians,', 'Rajshahi Division,', 'South Australia,', 'Sydney Thunder,', 'Tasmania,', 'Victoria']"
29632,Cricket,Ajay Jadeja,India,1971,Alive,,Male,"['India,', 'Delhi,', 'Haryana,', 'Jammu & Kashmir,', ""Rajasthan Cricket Association President's XI""]"
30972,Cricket,Ajay Mehra,India,1969,Alive,,Male,"['India A,', 'Punjab,', 'Rajasthan']"
33127,Cricket,Ajay Ratra,India,1981,Alive,,Male,"['India,', 'Haryana']"
33943,Cricket,Ajay Sharma,India,1964,Alive,,Male,"['India,', 'Delhi,', 'Himachal Pradesh']"
34115,Cricket,Ajay Sriram,India,1984,Alive,,Male,Hyderabad (India)
277916,Cricket,Ajinkya Rahane,India,1988,Alive,,Male,"['India,', 'India A,', 'India Blue,', 'India Emerging Players,', 'India Under-19s,', 'Mumbai,', 'Mumbai Indians,', 'Rajasthan Royals,', 'Rising Pune Supergiants']"
26184,Cricket,Ajit Agarkar,India,1977,Alive,,Male,"['India,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'Middlesex,', 'Mumbai']"
32149,Cricket,Ajit Pai,India,1945,Alive,,Male,"['India,', 'Mumbai']"
35933,Cricket,Ajit Wadekar,India,1941,Dead,"August 15, 2018, Mumbai, Maharashtra (aged 77 years 136 days) ",Male,"['India,', 'Mumbai']"
33895,Cricket,AK Sengupta,India,1939,Dead,"September 14, 2013, Noida (aged 74 years 42 days) ",Male,"['India,', 'Services']"
446495,Cricket,Akash Bhandari,India,1993,Alive,,Male,"['Deccan Chargers,', 'Hyderabad (India)']"
31279,Cricket,Akash Malhotra,India,1972,Alive,,Male,"['All India Public Sector Sports Promotion Board,', 'Delhi,', 'Food Corporation of India']"
1151274,Cricket,Akash Pande,India,1999,Alive,,Male,India Under-19s
1175458,Cricket,Akash Singh,India,2002,Alive,,Male,India A Under-19s
532851,Cricket,Akhil Herwadkar,India,1994,Alive,,Male,"['Delhi Daredevils,', 'India Under-19s,', 'Mumbai,', 'Mumbai Under-19s']"
574178,Cricket,Akila Dananjaya,Sri Lanka,1993,Alive,,Male,"['Sri Lanka,', 'Chennai Super Kings,', 'Mumbai Indians,', 'Sri Lanka Under-23s,', 'Wayamba United']"
376109,Cricket,Akshath Reddy,India,1991,Alive,,Male,"['Deccan Chargers,', 'Hyderabad (India),', 'India Under-19s,', 'Sunrisers Hyderabad']"
427714,Cricket,Akshay Darekar,India,1988,Alive,,Male,"['India A,', 'Maharashtra,', 'Maharashtra Under-22s,', 'West Zone']"
269520,Cricket,Akshay Wakhare,India,1985,Alive,,Male,"['Central Zone,', 'Mumbai Indians,', 'Vidarbha,', 'Vidarbha Cricket Association XI']"
500360,Cricket,Akshdeep Nath,India,1993,Alive,,Male,"['Gujarat Lions,', 'India Under-19s,', 'Kings XI Punjab,', 'Royal Challengers Bangalore,', 'Uttar Pradesh']"
29348,Cricket,Alan Hinde,India,1876,Dead,"August 24, 1950, Great Cornard, Suffolk, England (aged 74 years 99 days) ",Male,Europeans (India)
34425,Cricket,Alan Simpson,India,1890,Dead,"February 3, 1972, Hastings, Sussex, England (aged 81 years 227 days) ",Male,Europeans (India)
35381,Cricket,Albert Travers,India,1877,Dead,"1953, Greenwich, London, England (aged 75 years) ",Male,Europeans (India)
249866,Cricket,Alex Hales,England,1989,Alive,,Male,"['England,', 'Buckinghamshire,', 'Duronto Rajshahi,', 'England Lions,', 'Islamabad United,', 'Melbourne Renegades,', 'Mumbai Indians,', 'Nottinghamshire,', 'Nottinghamshire 2nd XI,', 'Sunrisers Hyderabad,', 'Worcestershire']"
27067,Cricket,Alexander Brewer,India,1906,Dead,"January 18, 1984, Blackpool, Lancashire, England (aged 77 years 130 days) ",Male,Europeans (India)
14274,Cricket,Alexander Hosie,England,1890,Dead,"June 11, 1957, Ashurst, Totton, Southampton, Hampshire (aged 66 years 309 days) ",Male,"['Bengal,', 'Europeans (India),', 'Hampshire,', 'Oxford University']"
30250,Cricket,Alexander Kearsey,India,1877,Dead,"October 8, 1967, Wandsworth, London, England (aged 89 years 295 days) ",Male,Europeans (India)
18690,Cricket,Alexander Penfold,England,1901,Dead,"September 28, 1982, Isfield, Sussex (aged 81 years 137 days) ",Male,"['Europeans (India),', 'Madras,', 'Surrey']"
26264,Cricket,Alfred Absolem,India,1986,Alive,,Male,"['Hyderabad (India),', 'Hyderabad Heroes,', 'Hyderabad Under-16s']"
27748,Cricket,Alfred Craven,India,1907,Dead,"July 15, 1983, Liverpool, Lancashire, England (aged 75 years 327 days) ",Male,Europeans (India)
28141,Cricket,Alfred Dallas,India,1895,Dead,"January 30, 1921, Secunderabad, Andhra Pradesh (aged 25 years 158 days) ",Male,Europeans (India)
17203,Cricket,Alfred McGaw,England,1900,Dead,"February 8, 1984, St Helier, Jersey, Channel Islands (aged 83 years 313 days) ",Male,"[""Punjab Governor's XI (India),"", 'Sussex']"
34413,Cricket,Alfred Sangster,India,1864,Dead,"August 18, 1913, Karachi, Sind (aged 48 years 300 days) ",Male,Europeans (India)
20514,Cricket,Alfred Skinner,England,1910,Dead,"January 19, 1997, Kensington, London (aged 86 years 161 days) ",Male,"['Bengal,', 'Europeans (India),', 'Minor Counties,', 'Services']"
35973,Cricket,Alfred Wilkins,India,1856,Dead,"October 21, 1920, Bedford, England (aged 64 years) ",Male,Europeans (India)
30769,Cricket,Algernon Langhorne,India,1882,Dead,"November 28, 1945, Wentworth, Virginia Water, Surrey, England (aged 63 years 133 days) ",Male,Europeans (India)
26490,Cricket,Ali Murtaza,India,1990,Alive,,Male,"['Central Zone,', 'Delhi Giants,', 'ICL India XI,', 'Mumbai Indians,', 'Pune Warriors,', 'Uttar Pradesh,', 'Uttar Pradesh Under-14s']"
48301,Cricket,Alistair Blair,Sri Lanka,1904,Dead,"November 20, 1984, Lympstone, Devon (aged 80 years 4 days) ",Male,"['Ceylon,', 'Europeans (India)']"
26740,Cricket,Amandeep Ary,India,1983,Alive,,Male,India Blind
942657,Cricket,Amandeep Khare,India,1997,Alive,,Male,India Under-19s
253804,Cricket,Amanpreet Singh,India,1989,Alive,,Male,"['India Under-19s,', 'Kings XI Punjab,', 'Punjab']"
26228,Cricket,Amar Singh,India,1910,Dead,"May 21, 1940, Jamnagar, Gujarat (aged 29 years 169 days) ",Male,"['India,', 'Hindus,', ""Maharaja of Patiala's XI,"", 'Nawanagar,', 'Western India']"
30112,Cricket,Amay Khurasiya,India,1972,Alive,,Male,"['India,', 'Madhya Pradesh']"
33182,Cricket,Ambar Roy,India,1945,Dead,"September 19, 1997, Calcutta (now Kolkata), Bengal (aged 52 years 106 days) ",Male,"['India,', 'Bengal']"
33141,Cricket,Ambati Rayudu,India,1985,Alive,,Male,"['India,', 'Baroda,', 'Chennai Super Kings,', 'Hyderabad (India),', 'Hyderabad Heroes,', 'ICL India XI,', 'India A,', 'Mumbai Indians']"
38995,Cricket,Ameeruddin,Pakistan,1966,Alive,,Male,"['Hyderabad (India),', 'Karachi,', 'Pakistan Customs']"
26693,Cricket,Amir Ali,India,1939,Dead,"June 20, 1985, Hyderabad, Andhra Pradesh (aged 45 years 364 days) ",Male,Hyderabad (India)
38997,Cricket,Amir Elahi,Pakistan,1908,Dead,"December 28, 1980, Karachi, Sind (aged 72 years 118 days) ",Male,"['Pakistan,', 'Bahawalpur,', 'Baroda,', 'Muslims,', 'Northern India,', 'Southern Punjab']"
26896,Cricket,Amit Bhandari,India,1978,Alive,,Male,"['India,', 'Delhi']"
31107,Cricket,Amit Mishra,India,1982,Alive,,Male,"['India,', 'Deccan Chargers,', 'Delhi Daredevils,', 'Haryana,', 'India Blue,', 'Sunrisers Hyderabad']"
54032,Cricket,Amita Patel,India,1980,Alive,,Female,"['Bombay Women,', ""Women's Cricket Association of India,"", ""Women's Cricket Association of India XI""]"
54172,Cricket,Amita Sharma,India,1982,Alive,,Female,"['India Red Women,', 'India Women']"
482315,Cricket,Amitoze Singh,India,1989,Alive,,Male,"['Mumbai Indians,', 'Punjab']"
32990,Cricket,Amjad Qureshi,Pakistan,1895,Dead,"March 18, 1972, Lahore, Punjab (aged 76 years 138 days) ",Male,Northern India
31067,Cricket,Amol Muzumdar,India,1974,Alive,,Male,"['Andhra,', 'Assam,', 'India A,', 'Mumbai,', ""Mumbai Cricket Association President's XI""]"
54227,Cricket,Amrita Shinde,India,1975,Alive,,Female,"[""India Women 'A',"", 'Maharashtra,', 'West Zone Women']"
220679,Cricket,Anagha Deshpande,India,1985,Alive,,Female,"['India Blue Women,', 'India Under-21s Women,', 'India Women']"
855363,Cricket,Anand Ovalekar,India,1976,Alive,,Male,India
26797,Cricket,Anand Rajan,India,1987,Alive,,Male,"['Deccan Chargers,', 'India Under-19s,', 'Madhya Pradesh,', 'Madhya Pradesh Under-14s,', 'Sunrisers Hyderabad']"
1070198,Cricket,Anand Tiwari,India,1998,Alive,,Male,"['India Under-19s,', 'Jharkhand Under-19s']"
798107,Cricket,Ananya Upendran,India,1991,Alive,,Female,"['Hyderabad (India) Women,', 'India A Women']"
46569,Cricket,Andre Nel,South Africa,1977,Alive,,Male,"['South Africa,', 'Easterns,', 'Essex,', 'Lions,', 'Mumbai Indians,', 'Northamptonshire,', 'Southern Rocks,', 'Surrey,', 'Titans']"
7702,Cricket,Andrew Symonds,Australia,1975,Alive,,Male,"['Australia,', 'Deccan Chargers,', 'Gloucestershire,', 'Kent,', 'Lancashire,', 'Mumbai Indians,', 'Queensland,', 'Surrey']"
26347,Cricket,Anil Kumar,India,1980,Alive,,Male,Indian Bank Sports Recreation Club
30176,Cricket,Anil Kumble,India,1970,Alive,,Male,"['India,', 'Asia XI,', 'Karnataka,', 'Leicestershire,', 'Northamptonshire,', 'Royal Challengers Bangalore,', 'Surrey']"
26252,Cricket,Anirudh Singh,India,1980,Alive,,Male,"['Deccan Chargers,', 'Hyderabad (India),', 'Hyderabad Heroes']"
597818,Cricket,Anita Lodhi,India,1995,Alive,,Female,India Green Women
54270,Cricket,Anjali Pendharker,India,1959,Alive,,Female,India Women
53915,Cricket,Anju Jain,India,1974,Alive,,Female,"['Air India Women,', 'India Women']"
53910,Cricket,Anjum Chopra,India,1977,Alive,,Female,"['Air India Women,', 'India Red Women,', 'India Women']"
337913,Cricket,Ankeet Chavan,India,1985,Alive,,Male,"['Mumbai,', 'Mumbai Cricket Association XI,', 'Mumbai Indians,', 'Mumbai Under-19s,', 'Mumbai Under-22s,', 'Rajasthan Royals']"
327123,Cricket,Ankit Bawne,India,1992,Alive,,Male,"['Delhi Daredevils,', 'India Under-23s,', 'Maharashtra']"
33768,Cricket,Ankit Rawat,India,1986,Alive,,Male,"['Haryana Under-19s,', 'India Under-19s']"
422992,Cricket,Ankit Sharma,India,1991,Alive,,Male,"['Deccan Chargers,', 'India Revenue,', 'Madhya Pradesh,', 'Rajasthan Royals,', 'Rising Pune Supergiants,', 'Sunrisers Hyderabad']"
26382,Cricket,Ankur Sharma,India,1983,Alive,,Male,"['India,', 'Himachal Pradesh Under-19s']"
604534,Cricket,Ankush Bains,India,1995,Alive,,Male,"['Chennai Super Kings,', 'Delhi Daredevils,', 'Himachal Pradesh,', 'India Under-19s,', 'Rajasthan Royals,', 'Rising Pune Supergiants']"
851261,Cricket,Anmolpreet Singh,India,1998,Alive,,Male,"['Mumbai Indians,', 'Punjab,', 'Punjab Under-16s,', 'Punjab Under-19s']"
956049,Cricket,Annabathula Akash,India,1991,Alive,,Male,"['Hyderabad (India),', 'Hyderabad Under-14s,', 'Hyderabad Under-19s,', 'Hyderabad Under-22s']"
32153,Cricket,Anoop Pai,India,1984,Alive,,Male,Hyderabad (India)
1175428,Cricket,Anshul Kamboj,India,2000,Alive,,Male,India Under-19s
28754,Cricket,Anshuman Gaekwad,India,1952,Alive,,Male,"['India,', 'Baroda']"
27084,Cricket,Anthony Burke,India,1897,Dead,"February 17, 1942, Kyaikto, Burma (aged 45 years 31 days) ",Male,Europeans (India)
28952,Cricket,Anthony Gifford,India,1921,Alive,,Male,Europeans (India)
29356,Cricket,Anthony Hobson,India,1900,Dead,"July 19, 1987, Buenos Aires, Argentina (aged 87 years 73 days) ",Male,Europeans (India)
35984,Cricket,Anthony Wimbush,India,1886,Dead,"December 31, 1980, Exeter, Devon, England (aged 94 years 226 days) ",Male,Europeans (India)
16414,Cricket,Antony Legard,England,1912,Dead,"August 22, 2004, Kelsall, Cheshire (aged 92 years 218 days) ",Male,"['Europeans (India),', 'Oxford University,', 'Worcestershire']"
34450,Cricket,Antony Stansfeld,India,1913,Dead,"July 23, 1993, Weymouth, Dorset, England (aged 80 years 203 days) ",Male,"['Europeans (India),', 'Madras']"
35386,Cricket,Antony Turner,India,1907,Dead,"October 4, 1959, Accra, Ghana (aged 52 years 15 days) ",Male,Europeans (India)
1123073,Cricket,Anuj Rawat,India,1999,Alive,,Male,"['Delhi,', 'Delhi Under-19s,', 'India Under-19s']"
578451,Cricket,Anuja Patil,India,1992,Alive,,Female,India Women
1079839,Cricket,Anukul Roy,India,1998,Alive,,Male,"['Jharkhand Under-19s,', 'Mumbai Indians']"
284355,Cricket,Anup Revandkar,India,1987,Alive,,Male,"['India Under-19s,', 'Mumbai,', 'Rajasthan Royals']"
263975,Cricket,Anureet Kaur,India,1984,Alive,,Female,India Under-21s Women
31750,Cricket,Anustup Majumdar,India,1984,Alive,,Male,"['Bengal,', 'India A,', 'Kolkata Knight Riders,', 'Pune Warriors']"
528057,Cricket,Anwar Ahmed,India,1986,Alive,,Male,"['Hyderabad (India),', 'Hyderabad Cricket Association XI']"
39001,Cricket,Anwar Hussain,Pakistan,1920,Dead,"October 9, 2002, Lahore, Punjab (aged 82 years 85 days) ",Male,"['Pakistan,', 'Karachi,', 'Mumbai,', 'Northern India,', 'Sind']"
505773,Cricket,Apoorv Wankhade,India,1992,Alive,,Male,"['Kolkata Knight Riders,', 'Mumbai Indians,', 'Vidarbha']"
372319,Cricket,Archana Das,India,1988,Alive,,Female,"['India B Women,', 'India Blue Women,', 'India Women']"
10686,Cricket,Archibald Cassels,England,1907,Dead,"December 13, 1996, Bury St Edmunds, Suffolk (aged 89 years 289 days) ",Male,"['Army,', 'Europeans (India)']"
11998,Cricket,Archibald Douglas,England,1867,Dead,"January 24, 1953, Haines Hill, Taunton, Somerset (aged 85 years 231 days) ",Male,"['Europeans (India),', 'Middlesex,', 'Surrey']"
29341,Cricket,Archibald Hastings,India,1889,Dead,"December 26, 1975, Reading, Berkshire, England (aged 86 years 130 days) ",Male,Europeans (India)
31170,Cricket,Archibald Morres,India,1902,Dead,"January 16, 1970, New Forest, Hampshire, England (aged 67 years 315 days) ",Male,Europeans (India)
34444,Cricket,Archibald Spens,India,1905,Dead,"July 2, 1994, Haverfordwest, Pembrokeshire, Wales (aged 89 years 78 days) ",Male,Europeans (India)
220435,Cricket,Arindam Ghosh,India,1986,Alive,,Male,"['Bengal,', 'Central Zone,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Railways']"
1175464,Cricket,Arjun Azad,India,2001,Alive,,Male,India A Under-19s
36110,Cricket,Arjun Yadav,India,1981,Alive,,Male,"['Deccan Chargers,', 'Hyderabad (India),', 'India Blue']"
960369,Cricket,Armaan Jaffer,India,1998,Alive,,Male,"['India Under-19s,', 'Kings XI Punjab,', 'Mumbai Cricket Association XI,', 'Mumbai Under-19s,', 'Mumbai Under-23s']"
34422,Cricket,Arnold Shaw,India,1896,Dead,"November 13, 1972, Malton, Yorkshire, England (aged 76 years 299 days) ",Male,"['Europeans (India),', 'Madras']"
26290,Cricket,Arshad Ayub,India,1958,Alive,,Male,"['India,', 'Hyderabad (India)']"
1125976,Cricket,Arshdeep Singh,India,1999,Alive,,Male,"['India Under-19s,', 'Kings XI Punjab']"
26415,Cricket,Arthur Arthur,India,1877,Dead,"September 9, 1930, Blackhall Wood, Carlisle, Cumberland, England (aged 53 years 177 days) ",Male,Europeans (India)
26417,Cricket,Arthur Aston,India,1875,Dead,"May 30, 1949, Winchester, Hampshire, England (aged 73 years 330 days) ",Male,Europeans (India)
27009,Cricket,Arthur Barmby,India,1909,Dead,"August 16, 1976, Worthing, Sussex, England (aged 67 years 53 days) ",Male,Europeans (India)
28634,Cricket,Arthur Edwards,South Africa,1871,Dead,"September 25, 1915, Loos, France (aged 44 years 15 days) ",Male,"['Europeans (India),', 'Orange Free State']"
12961,Cricket,Arthur Fawcett,England,1880,Dead,"January 11, 1957, Stannington, Northumberland (aged 76 years 117 days) ",Male,"['Europeans (India),', 'Gentlemen']"
28685,Cricket,Arthur Foster,India,1881,Dead,"August 16, 1956, East Stour, Dorset, England (aged 74 years 289 days) ",Male,Europeans (India)
28969,Cricket,Arthur Greenfield,India,1887,Dead,"October 9, 1966, Mount Ephraim, Tunbridge Wells, Kent, England (aged 79 years 218 days) ",Male,Europeans (India)
29345,Cricket,Arthur Herbert,India,1855,Dead,"August 31, 1921, Llanovery, Monmouthshire, England (aged 66 years 9 days) ",Male,Europeans (India)
31163,Cricket,Arthur Miller,India,1877,Dead,"March 10, 1947, Milford-on-Sea, Hampshire, England (aged 70 years 45 days) ",Male,Europeans (India)
18055,Cricket,Arthur Newnham,England,1861,Dead,"December 29, 1941, Wolborough, Devon (aged 80 years 346 days) ",Male,"['Europeans (India),', 'Gloucestershire']"
33302,Cricket,Arthur Rumboll,India,1869,Dead,"July 31, 1935, Weybridge, Surrey, England (aged 65 years 345 days) ",Male,Europeans (India)
34426,Cricket,Arthur Sims,India,1889,Dead,"March 2, 1977, Worthing, Sussex, England (aged 87 years 336 days) ",Male,Europeans (India)
422866,Cricket,Arun Kumar,India,1982,Alive,,Male,"['Chepauk Super Gillies,', 'India Cements']"
26295,Cricket,Arun Lal,India,1955,Alive,,Male,"['India,', 'Bengal,', 'Delhi']"
54251,Cricket,Arunadhati Ghosh,India,1960,Alive,,Female,India Women
54230,Cricket,Arundhati Kirkire,India,1980,Alive,,Female,"['Central Zone Women,', 'India Women']"
960867,Cricket,Arundhati Reddy,India,1997,Alive,,Female,"['Hyderabad (India) Women,', 'India A Women,', 'India Women']"
26268,Cricket,Arvind Apte,India,1934,Dead,"August 5, 2014, Pune (aged 79 years 285 days) ",Male,"['India,', 'Indian Universities,', 'Mumbai,', 'Rajasthan']"
1130300,Cricket,Aryan Juyal,India,2001,Alive,,Male,India Under-19s
360456,Cricket,Asela Gunaratne,Sri Lanka,1986,Alive,,Male,"['Sri Lanka,', 'Mohammedan Sporting Club,', 'Mumbai Indians,', 'Sri Lanka Army Sports Club']"
226657,Cricket,Asha Rawat,India,1982,Alive,,Female,"['India Green Women,', 'India Under-21s Women,', 'India Women']"
31820,Cricket,Ashish Nehra,India,1979,Alive,,Male,"['India,', 'Asia XI,', 'Chennai Super Kings,', 'Delhi,', 'Delhi Daredevils,', 'Mumbai Indians,', 'Pune Warriors,', 'Sunrisers Hyderabad']"
389605,Cricket,Ashish Reddy,India,1991,Alive,,Male,"['Deccan Chargers,', 'Hyderabad (India),', 'Sunrisers Hyderabad']"
227712,Cricket,Ashok Dinda,India,1984,Alive,,Male,"['India,', 'Bengal,', 'Delhi Daredevils,', 'East Zone,', 'India A,', 'Kolkata Knight Riders,', 'Pune Warriors,', 'Rising Pune Supergiants,', 'Royal Challengers Bangalore']"
28772,Cricket,Ashok Gandotra,India,1948,Alive,,Male,"['India,', 'Bengal,', 'Delhi']"
30912,Cricket,Ashok Malhotra,India,1957,Alive,,Male,"['India,', 'Bengal,', 'Haryana']"
30938,Cricket,Ashok Mankad,India,1946,Dead,"August 1, 2008, Central Mumbai (aged 61 years 294 days) ",Male,"['India,', 'Mumbai']"
371150,Cricket,Ashok Menaria,India,1990,Alive,,Male,"['Central Zone,', 'India A,', 'India Under-19s,', 'India Under-23s,', 'Rajasthan,', 'Rajasthan Royals,', 'RCA Centre of Excellence']"
32226,Cricket,Ashok Patel,India,1957,Alive,,Male,"['India,', 'Saurashtra']"
46788,Cricket,Ashwell Prince,South Africa,1977,Alive,,Male,"['South Africa,', 'Africa XI,', 'Eastern Province,', 'Lancashire,', 'Mumbai Indians,', 'Nottinghamshire,', 'Warriors,', 'Western Province,', 'Western Province Boland']"
26443,Cricket,Ashwin Yadav,India,1987,Alive,,Male,"['Hyderabad (India),', 'Hyderabad Under-14s']"
39010,Cricket,Asif Iqbal,Pakistan,1943,Alive,,Male,"['Pakistan,', 'Hyderabad (India),', 'Karachi,', 'Kent,', 'National Bank of Pakistan,', 'Pakistan International Airlines']"
54066,Cricket,Asilata Patil,India,1973,Alive,,Female,"['Air India Women,', ""Women's Cricket Association of India President's XI""]"
41283,Cricket,Aslam Khokhar,Pakistan,1920,Dead,"January 22, 2011, Lahore (aged 91 years 17 days) ",Male,"['Pakistan,', 'Muslims,', 'Northern India,', 'Railways']"
1175467,Cricket,Atharva Ankolekar,India,2000,Alive,,Male,India B Under-19s
1125958,Cricket,Atharva Taide,India,2000,Alive,,Male,"['India Under-19s,', 'Vidarbha Under-19s']"
652361,Cricket,Atit Sheth,India,1996,Alive,,Male,India Under-19s
26872,Cricket,Atul Bedade,India,1966,Alive,,Male,"['India,', 'Baroda']"
642541,Cricket,Atul Singh,India,1994,Alive,,Male,"['India Under-19s,', 'Mumbai Under-19s']"
35939,Cricket,Atul Wassan,India,1968,Alive,,Male,"['India,', 'Delhi']"
34428,Cricket,Aubrey Sinden,India,1917,Dead,"January 13, 1988, Copthorne, Sussex, England (aged 70 years 58 days) ",Male,Europeans (India)
